intention_likelihood_1,AC_Qs_1,AC_Qs_2,AC_Qs_3,AC_Qs_4,AC_Qs_5,AC_Qs_6,AC_Qs_7,AC_Qs_8,AC_Qs_9,AC_Qs_10,AC_Qs_11,AC_Qs_12,AC_Qs_13,AC_Qs_14,AC_Qs_15,AC_Qs_16,AC_Qs_17,AC_Qs_18,AC_Qs_19,AC_Qs_20,AC_Qs_21,AC_Qs_22,AC_Qs_23,AC_Qs_24,sex_history,sex_active,sex_partnernum,relationship_status,rela_exclusive,age,study_content,Condition,CTA
96,9,10,8,10,10,6,4,8,10,10,10,10,1,7,8,10,10,7,10,10,10,6,10,6,1,1,3,6,1,24,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,,1,,18,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,9,7,7,4,8,8,4,9,7,7,9,10,9,7,10,10,10,6,6,4,10,6,5,4,1,1,1,2,1,22,Vaccines,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
22,7,9,10,6,9,6,10,8,9,9,10,10,2,9,8,9,9,2,10,9,10,7,9,6,1,1,2,6,1,23,Fun,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,5,6,6,5,6,6,6,6,7,9,5,7,8,8,7,2,4,6,6,7,7,6,2,6,2,2,,1,,24,How vaccines affect you,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
5,6,5,7,7,6,9,8,10,7,6,8,9,8,8,6,8,8,6,8,8,7,6,9,9,2,2,,1,,22,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,6,4,8,1,8,10,1,10,10,5,7,9,6,4,7,7,2,9,4,7,2,9,4,2,2,,1,,27,I think it was a good study ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
78,8,7,6,6,6,8,8,5,7,7,7,6,7,6,7,7,1,5,7,7,7,9,6,6,1,1,1,1,,20,The first time the government ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,5,6,5,6,5,5,5,7,6,5,5,5,6,6,4,5,5,5,6,6,4,4,4,2,2,,1,,22,Sex,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
42,10,8,6,7,9,6,8,8,6,8,10,8,9,7,8,10,9,7,7,6,9,6,7,5,2,2,,6,1,18,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
82,7,8,8,9,10,5,6,8,9,8,5,8,5,8,10,9,5,9,6,9,9,8,7,9,2,2,,1,,19,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
60,4,2,5,7,1,7,5,2,4,7,2,5,8,6,1,2,4,10,4,5,1,9,2,7,1,1,2,2,1,26,I think this study is about have people interpret HPV and vaccines in general.,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,8,2,7,4,8,2,7,4,7,2,8,5,9,5,7,1,6,8,4,1,5,1,2,1,2,1,1,,22,It was a nice survey i would love to do it again.,Both,Protect yourself and your partner. Get vaccinated against HPV today.
0,10,10,6,6,1,8,10,10,10,6,10,10,1,10,1,9,10,10,10,2,1,2,1,1,2,2,,1,,21,,Control,Get vaccinated against HPV today.
29,7,10,10,8,10,10,9,6,7,5,4,4,1,5,7,9,8,2,8,8,4,1,5,2,1,1,3,1,,24,hpv vaccine study,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
80,8,9,9,7,10,4,5,1,8,8,9,6,2,2,8,10,8,6,4,4,6,6,2,8,1,1,2,1,,24,Hpv vaccine ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,9,1,5,4,2,2,1,6,1,4,1,1,7,4,5,1,2,8,1,4,1,10,2,7,1,1,1,6,1,22,HPV,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
44,7,6,7,7,6,6,7,7,7,7,6,7,7,6,7,7,7,7,6,6,7,7,6,6,1,3,5,1,,23,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
100,8,10,8,4,9,8,10,9,8,10,10,10,2,9,10,8,10,5,9,9,10,5,2,5,1,1,5,1,,19,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,6,10,10,10,10,10,10,7,10,10,7,5,5,7,10,10,4,8,10,10,4,4,4,1,1,1,1,,25,it is about getting vaccinated for your safety,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5,4,2,9,8,5,4,6,10,2,4,5,9,5,5,2,1,6,6,9,8,7,2,7,1,1,1,2,1,26,I liked it ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,6,8,8,9,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,,22,Hpv vaccine ,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,2,6,1,4,1,2,1,4,1,2,1,1,2,2,1,6,1,1,1,6,6,6,1,1,1,2,1,,18,CDC stuff,Both,Protect yourself and your partner. Get vaccinated against HPV today.
48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,,1,,24,cool,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,7,8,6,5,6,8,9,8,7,9,9,6,8,8,8,5,9,6,10,7,9,10,7,6,1,1,1,2,1,19,HPV ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,9,9,2,2,,1,,25,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7,7,7,5,5,5,6,8,8,7,7,7,6,4,7,8,7,6,8,7,6,7,6,8,1,1,3,1,,20,Hpv,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,6,9,10,8,9,7,6,5,8,2,6,4,1,6,8,10,4,1,5,4,1,1,4,6,2,2,,1,,18,People’s thoughts about the HPV vaccine and vaccines in general,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2,8,5,7,8,5,7,4,6,5,5,5,5,5,6,6,7,4,7,5,6,7,5,5,1,2,2,1,,20,Sexual health ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,9,10,6,9,4,10,7,10,10,10,10,7,6,6,8,9,7,10,7,4,10,8,5,7,1,1,4,1,,24,Vaccines ,Control,Get vaccinated against HPV today.
72,9,8,10,5,9,8,10,9,10,8,9,10,5,7,9,10,8,7,8,9,7,8,9,8,1,2,1,1,,21,HPV,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,,22,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
6,5,5,7,5,7,8,5,6,2,6,5,6,4,4,5,4,5,6,2,6,4,4,4,2,1,1,2,1,,22,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
26,6,8,7,7,9,10,5,7,8,6,10,9,5,7,8,9,9,8,7,5,7,7,5,6,1,2,1,1,,23,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
10,2,4,4,4,2,1,2,2,2,2,2,2,4,4,5,2,4,5,2,4,2,5,4,6,1,1,1,1,,18,HPV awareness and prevention ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,6,6,7,9,8,10,6,9,5,9,6,8,10,5,8,10,5,9,7,9,7,6,10,9,1,1,2,2,1,28,It’s good to help people ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
18,6,5,8,6,4,6,8,6,9,7,7,9,5,8,5,7,8,5,5,5,6,4,8,6,1,1,3,1,,21,vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,9,10,8,10,7,9,10,7,9,10,10,5,10,9,10,10,5,9,9,10,10,9,8,1,1,1,2,3,18,To understand my standpoint on certain subjects people are still trying to figure for themselves too.,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,9,9,5,2,6,10,9,6,1,6,10,6,9,2,6,10,1,7,10,10,6,1,5,9,1,1,1,6,1,24,HIV vaccine ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,6,6,5,6,6,6,6,6,5,4,10,6,7,6,5,6,5,5,6,6,6,6,8,10,1,1,1,2,1,25,HPV,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,8,10,7,7,10,10,10,9,10,10,10,8,4,6,10,10,10,5,7,10,10,7,6,5,1,1,1,6,1,23,Gauging level of public interest and trust in the HPV vaccine,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2,5,2,7,6,7,5,5,7,8,6,5,7,8,5,2,2,8,8,8,6,7,6,5,1,1,4,6,2,21,I have no clue but have a nice day who ever is reading this,Control,Get vaccinated against HPV today.
99,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,1,,26,Vaccination,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
64,5,6,9,2,6,8,4,7,8,5,9,10,2,2,7,6,7,6,2,1,9,9,2,10,1,1,1,2,1,22,Good study ,Control,Get vaccinated against HPV today.
87,5,6,9,2,6,2,2,8,7,4,6,4,5,9,9,10,9,9,2,5,7,9,6,8,1,1,1,1,,20,HPV Vaccines,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
54,10,10,6,10,10,4,6,8,7,7,7,10,10,4,10,10,6,7,10,10,10,10,10,4,1,1,2,2,2,20,HIV ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
62,8,1,10,10,7,4,4,10,6,9,10,6,5,9,8,10,7,5,6,5,10,6,7,8,1,2,2,1,,26,Hpv,Both,Protect yourself and your partner. Get vaccinated against HPV today.
68,9,7,8,10,9,6,8,10,7,6,10,10,7,7,8,10,8,6,8,6,9,8,7,9,1,1,3,1,,21,The HPV vaccine and vaccines in general,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,10,5,2,4,9,6,1,5,6,7,10,1,10,1,10,8,1,10,9,10,4,6,2,2,2,,1,,25,Not sure.,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,9,5,7,2,2,4,1,6,5,8,4,7,8,4,1,8,4,7,4,5,2,8,4,2,1,1,1,1,,24,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
46,4,4,8,4,8,6,10,2,8,6,4,7,2,7,5,8,7,6,7,6,7,6,6,6,1,1,1,5,3,25,Hpv and other vaccines ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
60,8,6,5,6,8,7,6,7,6,7,8,6,7,6,6,7,7,7,6,8,8,8,7,7,1,2,1,1,,24,no idea,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,8,10,9,6,10,7,5,4,5,2,9,6,5,10,8,9,10,2,6,6,8,2,8,9,1,1,2,2,1,24,HPV vaccination,Control,Get vaccinated against HPV today.
70,6,8,5,5,7,10,8,8,7,4,8,10,5,6,6,7,6,6,8,8,8,8,8,8,2,2,,1,,26,Getting vaccinated against HPV,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
55,8,7,4,5,7,9,6,9,2,9,7,7,10,5,8,8,5,7,7,8,9,5,5,5,1,1,4,1,,25,Vaccines,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,6,10,10,10,10,10,5,10,8,10,10,1,10,8,10,10,1,10,10,10,10,10,10,3,3,,1,,21,vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,9,7,9,7,9,7,7,9,7,6,5,5,5,6,7,5,5,5,6,7,7,8,8,6,1,1,1,1,,19,questions ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,8,4,2,10,6,8,10,1,8,10,7,7,2,9,10,9,7,7,1,10,8,10,6,1,1,4,1,,25,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10,7,4,9,10,10,4,9,10,8,7,8,6,6,7,10,10,9,9,6,9,4,7,2,1,1,4,1,,26,HPV vaccinr,Both,Protect yourself and your partner. Get vaccinated against HPV today.
70,6,6,8,6,8,7,6,8,6,8,8,8,6,6,6,8,6,6,6,6,8,6,6,8,1,2,3,1,,25,I think the study is very informative.,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,7,9,8,9,5,2,9,8,6,10,10,1,1,5,10,7,8,4,2,7,9,4,9,10,1,1,4,1,,19,About the vaccine ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,1,1,1,1,1,1,7,2,4,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2,2,,1,,22,Why you should get vaccines,Both,Protect yourself and your partner. Get vaccinated against HPV today.
100,10,10,10,10,10,9,10,10,10,10,10,10,8,10,10,10,10,9,10,10,8,10,10,10,1,1,2,1,,25,The study was about vaccines ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,6,7,6,6,7,7,7,6,6,6,6,6,7,6,6,6,5,8,4,7,1,7,4,4,2,2,,1,,18,How vaccines are though of,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
70,9,10,6,7,4,7,10,6,7,4,2,9,6,4,6,2,1,10,7,8,5,2,4,5,1,1,2,2,2,24,Hpv ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,7,2,5,8,4,4,6,4,8,9,7,7,8,2,1,1,8,6,1,1,7,4,5,2,2,,1,,19,I have no idea,Control,Get vaccinated against HPV today.
75,7,7,8,8,8,2,8,9,9,9,9,9,9,9,8,8,7,9,8,8,8,8,8,7,1,1,1,1,,25,The first time ,Control,Get vaccinated against HPV today.
51,5,4,5,4,5,5,5,5,5,2,5,4,4,4,4,4,4,4,4,4,4,4,4,5,1,2,2,1,,22,N/A,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,10,9,4,8,9,9,4,6,7,8,4,7,9,10,5,6,9,1,4,5,7,7,9,1,1,1,4,1,,19,How information can sway people’s thinking of HPV,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,5,7,9,6,10,8,9,8,5,9,10,2,1,9,4,9,10,1,6,5,8,4,10,8,1,1,1,2,1,25,HPV,Control,Get vaccinated against HPV today.
50,9,5,6,5,4,9,4,4,2,5,10,10,6,6,8,7,9,10,9,9,6,8,7,8,1,1,2,1,,26,Hpv,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
45,8,6,4,7,2,9,5,10,1,8,6,9,2,5,9,7,6,4,7,10,2,1,7,5,1,2,1,3,,26,Hpv ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,10,10,10,10,9,9,9,10,10,10,9,10,10,10,10,9,9,9,10,9,9,9,10,9,1,1,1,6,1,25,HPV vaccination ,Control,Get vaccinated against HPV today.
80,7,9,6,7,9,6,8,7,7,7,4,9,9,10,5,7,8,5,7,9,7,8,2,8,1,1,2,2,1,24,Hpv,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
42,8,7,6,8,7,7,8,8,8,8,8,8,7,6,7,8,6,8,7,6,6,8,8,7,1,1,1,1,,26,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
91,9,8,7,8,8,8,7,8,9,8,8,7,8,9,9,8,7,8,9,9,8,8,7,9,1,1,1,3,,26,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
76,5,1,6,4,2,8,5,1,9,4,1,6,5,4,1,7,2,6,6,9,6,8,8,5,1,1,1,1,,24,HPV Vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,8,10,6,5,9,7,10,10,2,8,10,9,1,7,8,9,5,2,9,10,8,9,7,1,1,1,1,6,1,26,I think it was very informative ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10,8,9,7,9,8,9,10,9,9,10,8,9,9,8,9,9,9,8,10,9,9,9,5,1,1,1,2,1,22,Hpv vaccine ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4,7,7,6,7,1,9,10,5,6,10,6,4,10,5,7,7,10,9,9,7,10,2,5,1,2,5,1,,29,HPV vaccines ,Control,Get vaccinated against HPV today.
50,9,10,9,8,9,7,8,9,8,7,8,8,10,7,10,10,7,8,8,10,8,7,7,10,2,1,1,1,,19,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,7,5,10,7,6,8,9,10,6,6,8,10,6,9,10,8,10,7,10,7,7,10,7,7,1,1,2,1,,26,HPV,Control,Get vaccinated against HPV today.
10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,,1,,25,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,8,7,6,7,10,4,9,8,8,10,10,9,2,7,4,9,6,2,5,1,5,1,5,7,1,1,1,6,1,23,HPV,Both,Protect yourself and your partner. Get vaccinated against HPV today.
19,9,10,2,8,9,10,8,9,2,10,9,8,10,7,8,9,10,7,5,4,6,2,7,8,1,1,4,1,,26,Hpv,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7,7,8,8,6,8,4,6,6,6,5,6,7,6,7,6,7,8,7,6,8,8,6,7,1,1,4,2,2,21,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
90,9,9,6,9,7,9,6,9,10,5,7,10,4,9,8,10,8,4,9,8,6,7,10,4,2,2,,1,,19,The study is about HPV vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,7,6,5,9,4,2,10,1,6,8,7,6,5,8,8,7,5,5,5,7,7,8,7,1,1,1,1,,24,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
0,9,6,8,8,9,10,10,8,8,10,10,10,1,10,10,10,10,1,10,10,9,10,10,1,2,2,,4,1,23,Std prevention ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8,10,6,8,9,10,10,6,9,10,10,10,10,10,8,10,10,6,10,8,8,8,8,10,2,2,,1,,25,HPV vaccine ,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,7,8,9,8,9,9,8,8,9,9,8,9,8,8,8,10,8,8,8,8,9,10,9,10,1,1,5,2,1,20,Hpv and the wellbeing of the ones who qualify ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
50,6,10,9,8,5,10,10,6,8,8,7,6,6,9,9,8,10,8,6,9,6,7,8,10,2,2,,1,,20,hpv and vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
65,8,7,7,6,9,8,9,6,7,8,10,7,5,9,5,9,8,4,8,10,10,2,5,6,1,1,2,1,,26,Hpv vaccines and health in general,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,5,7,,21,Hpv,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,5,6,2,6,7,8,6,7,6,5,6,8,8,7,6,8,7,6,6,5,6,5,6,6,1,1,1,2,2,32,KD ,Control,Get vaccinated against HPV today.
24,4,5,5,4,5,4,2,7,5,2,6,2,5,4,2,4,6,7,2,4,5,2,4,5,2,2,,1,,25,Sexual stuff,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5,6,8,5,5,9,6,8,8,6,6,9,8,7,9,9,7,9,7,7,8,8,7,8,2,2,,1,,20,dhdndjdh,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6,9,6,6,10,8,8,7,8,7,8,7,8,9,9,7,9,8,7,6,6,7,10,4,1,1,1,6,1,26,It was kinda confusing ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
75,8,9,9,9,9,9,9,8,9,9,8,8,9,8,9,9,8,9,8,9,8,9,9,9,1,1,3,1,,22,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
